            exp1	            exp2	           exp10	          exp100	
        0.495024	        0.519664	        0.989304	         1.05569	
        0.525659	        0.315309	         0.84554	         0.98541	
        0.144582	        0.781238	        0.495586	        0.828492	
         2.15139	         2.07158	         1.18852	         1.02334	
        0.320178	         1.13788	         1.29633	         1.14428	
          2.3469	         1.25358	        0.916809	         1.00691	
        0.483713	        0.705247	          1.2251	         1.02866	
        0.369331	        0.913057	         1.56675	        0.971767	
         1.54929	        0.909102	        0.635409	         1.03011	
         1.76625	         2.33963	         1.07905	        0.954345	
          1.1409	        0.636283	        0.872987	        0.986487	
        0.962404	        0.541558	        0.434734	          1.0731	
         2.86785	         2.18808	         1.30436	        0.955813	
        0.159443	        0.324959	        0.997863	          1.0381	
        0.495731	         1.26524	        0.710179	         0.91611	
        0.156622	        0.100619	        0.597607	         1.01456	
        0.946408	        0.854523	         1.07261	        0.793153	
        0.133994	        0.268441	         1.31573	         1.17177	
        0.627902	         1.92513	         1.27346	         1.08217	
         1.23832	         1.27843	         0.98677	        0.914357	
        0.260587	         0.24328	        0.999188	        0.821513	
         1.65711	          1.2474	        0.813176	        0.877223	
        0.158232	        0.444665	        0.529489	         0.97911	
         1.47694	         1.34822	        0.921497	        0.956077	
          2.0844	         1.61765	         1.15275	         1.09623	
       0.0394595	        0.108893	          0.8603	        0.916853	
         3.06247	          1.6193	         0.84578	        0.939205	
        0.136328	        0.277084	         0.78275	        0.898064	
         1.64467	         1.74057	        0.865605	        0.807518	
         2.05656	         1.15907	         1.13225	        0.995963	
         0.78969	        0.579734	        0.389109	         0.94455	
        0.105308	       0.0924919	         0.74869	        0.931258	
        0.804236	         1.20857	         1.10103	         1.05386	
       0.0953406	         0.33357	        0.710404	        0.999789	
        0.038403	        0.111394	        0.955443	         0.96757	
         0.67278	         1.57456	        0.962319	         1.02838	
        0.263413	        0.493761	        0.918975	         1.07591	
        0.355438	         1.25442	        0.958906	        0.952668	
        0.561177	        0.439076	        0.547499	        0.965277	
         1.11842	         1.10067	        0.953099	        0.967331	
      0.00808561	        0.569386	        0.827943	         1.07578	
         2.54195	         1.58783	        0.970628	         1.07586	
        0.181193	        0.988615	        0.664372	          1.0719	
        0.748762	        0.620906	         1.35094	        0.948621	
         1.66589	         1.60445	         1.02942	         1.09945	
         1.78402	         1.37097	        0.704911	        0.931964	
        0.727276	        0.420691	         1.04721	        0.904591	
         3.06552	         1.71609	        0.891363	        0.821841	
        0.452282	        0.248384	         1.30239	         1.10728	
        0.659792	         1.36497	         1.15218	        0.874525	
         2.30836	         2.04481	          1.1904	         1.11891	
         1.75974	         1.34596	         1.06416	         1.09341	
         5.26668	         3.37308	         1.40489	         1.00821	
        0.138977	        0.319388	        0.776644	        0.894587	
         0.65091	        0.346933	        0.589787	        0.840422	
        0.602264	         2.85868	          1.1214	        0.947976	
         3.12811	         2.09306	         1.14716	        0.969543	
        0.420663	        0.578656	         1.19917	         1.07631	
         1.66134	         1.14604	         1.10154	         1.19784	
         2.52064	         1.54706	         1.64047	        0.919318	
        0.557604	        0.890016	         1.19375	         1.21608	
        0.716405	        0.378481	         0.94536	         1.20349	
        0.242438	        0.844397	         1.33511	         1.09892	
        0.150004	        0.567058	         1.47123	         1.14054	
         2.33976	         1.72727	         1.00695	         1.10824	
         2.46664	         2.02341	         1.04095	         1.22147	
        0.258115	        0.559576	        0.780948	         1.01623	
        0.187743	        0.664784	         1.24167	        0.939585	
        0.214445	        0.272201	        0.477486	        0.920749	
        0.687788	        0.461011	        0.903931	        0.915496	
        0.498796	        0.356907	          1.0523	         1.01201	
        0.900456	        0.943807	         1.12423	        0.993596	
        0.248444	        0.383046	        0.461848	        0.954907	
        0.254934	        0.480452	         0.96436	        0.880164	
        0.205215	        0.124753	        0.922763	        0.844584	
        0.155047	         1.33125	         1.52847	         1.02812	
         1.33333	         2.02423	         1.09569	        0.948109	
        0.614048	        0.383964	        0.741858	         1.14787	
        0.359868	         1.56221	        0.734947	         1.10674	
        0.112394	        0.201242	        0.665837	        0.983397	
         2.22228	         1.43449	         1.12476	         1.17015	
         1.54365	        0.912525	         0.68342	        0.803272	
         1.01144	        0.785631	         1.06846	        0.930848	
         1.79597	          1.3998	        0.854326	         1.13838	
        0.605209	         1.15066	         1.21284	         1.08524	
         7.90091	         4.56071	          1.6525	         1.20861	
        0.242509	        0.526433	        0.594715	        0.904837	
        0.419729	        0.393226	        0.549848	         0.91449	
         2.14094	         1.24599	        0.921971	         0.79636	
        0.347881	        0.428922	        0.638619	        0.925539	
         2.82118	          1.5198	         1.01956	        0.872556	
          1.4725	         1.67411	         1.02537	         1.09932	
       0.0280508	        0.316253	         1.10479	        0.760493	
        0.196549	        0.118088	        0.703696	        0.992208	
        0.797987	         4.14984	         1.43083	         0.98037	
        0.339943	        0.481734	         1.15024	           1.075	
